""	"LABNR"	"MATERIAL"	"SPECIES"	"SITE"	"PERIOD"	"CULTURE"	"LATITUDE"	"LONGITUDE"	"METHOD"	"CALAGE"	"CALSTD"	"REFERENCE"	"SIMPERIOD"	"SIMMATERIAL"
"1372"	"Bln-1255"	"seed"	"nd"	"Nova Zagora"	"Bronze Age"	"Early Bronze Age"	42.4833	26.0166	"14C"	4370	150	"Görsdorf 1996"	"bronzeage"	"other"
"1373"	"Bln-1576A"	"charcoal"	"nd"	"Nova Zagora"	"Bronze Age"	"Early Bronze Age"	42.4833	26.0166	"14C"	4570	110	"Görsdorf 1996"	"bronzeage"	"charcoal"
"1374"	"Bln-2239"	"charcoal"	"nd"	"Nova Zagora"	"Bronze Age"	"Early Bronze Age"	42.4833	26.0166	"14C"	4260	90	"Görsdorf 1996"	"bronzeage"	"charcoal"
"1375"	"Bln-1163"	"charcoal"	"nd"	"Okrazna Bolnica"	"Neolithic"	"Karan II "	42.43	25.63	"14C"	7570	120	"Görsdorf 1996"	"neolithic"	"charcoal"
"1376"	"Bln-1163"	"charcoal"	"nd"	"Okrazna Bolnica"	"Neolithic"	"Karan II "	42.43	25.63	"14C"	7570	120	"Görsdorf and Bojadziev 1996, 863"	"neolithic"	"charcoal"
"1377"	"Bln-1164"	"charcoal"	"nd"	"Okrazna Bolnica"	"Neolithic"	"Karan II "	42.43	25.63	"14C"	7590	80	"Görsdorf 1996"	"neolithic"	"charcoal"
"1378"	"Bln-1164A"	"charcoal"	"nd"	"Okrazna Bolnica"	"Neolithic"	"Karan II "	42.43	25.63	"14C"	7600	80	"Görsdorf 1996"	"neolithic"	"charcoal"
"1379"	"Bln-1250"	"charcoal"	"nd"	"Okrazna Bolnica"	"Neolithic"	"Karan II "	42.43	25.63	"14C"	7680	90	"Görsdorf and Bojadziev 1996, 863"	"neolithic"	"charcoal"
"1380"	"Bln-1250"	"charcoal"	"nd"	"Okrazna Bolnica"	"Neolithic"	"Karan II "	42.43	25.63	"14C"	7570	120	"Görsdorf 1996"	"neolithic"	"charcoal"
"1381"	"Bln-1252"	"charcoal"	"nd"	"Okrazna Bolnica"	"Neolithic"	"Karan II "	42.43	25.63	"14C"	7700	100	"Görsdorf 1996"	"neolithic"	"charcoal"
"1382"	"Bln-1586"	"charcoal"	"nd"	"Okrazna Bolnica"	"Neolithic"	"Karan I "	42.43	25.63	"14C"	7660	60	"Görsdorf 1996"	"neolithic"	"charcoal"
"1383"	"Bln-1587"	"charcoal"	"nd"	"Okrazna Bolnica"	"Neolithic"	"Karan I"	42.43	25.63	"14C"	7950	60	"Görsdorf 1996"	"neolithic"	"charcoal"
"1384"	"Bln-1588"	"charcoal"	"nd"	"Okrazna Bolnica"	"Neolithic"	"Karan II "	42.43	25.63	"14C"	7610	50	"Görsdorf 1996"	"neolithic"	"charcoal"
"1385"	"Bln-1589"	"charcoal"	"nd"	"Okrazna Bolnica"	"Neolithic"	"Karan II "	42.43	25.63	"14C"	7750	50	"Görsdorf 1996"	"neolithic"	"charcoal"
"1386"	"Bln-1590"	"charcoal"	"nd"	"Okrazna Bolnica"	"Neolithic"	"Karan II "	42.43	25.63	"14C"	7780	70	"Görsdorf 1996"	"neolithic"	"charcoal"
"1387"	"Bln-1664"	"charcoal"	"nd"	"Okrazna Bolnica"	"Neolithic"	"nd"	42.43	25.63	"14C"	6760	70	"Görsdorf 1996"	"neolithic"	"charcoal"
"1388"	"Hv-12378"	"nd"	"nd"	"Omurtag"	"Chalcolithic"	"KGK VI"	0	0	"14C"	6380	110	"Bojadziev 1998"	"chalcolithic"	"unknown"
"1389"	"Hv-12378"	"nd"	"nd"	"Omurtag"	"Chalcolithic"	"KGK VI"	0	0	"14C"	6310	220	"Bojadziev 1998"	"chalcolithic"	"unknown"
"1390"	"Bln-1357"	"charcoal"	"nd"	"Ovcarovo"	"Chalcolithic"	"KGK VI"	43.2006	26.5698	"14C"	6200	80	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1391"	"Bln-1358"	"charcoal"	"nd"	"Ovcarovo"	"Chalcolithic"	"KGK VI"	43.2006	26.5698	"14C"	6330	60	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1392"	"Bln-1359"	"charcoal"	"nd"	"Ovcarovo"	"Chalcolithic"	"KGK VI"	43.2006	26.5698	"14C"	6420	70	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1393"	"Bln-1360"	"charcoal"	"nd"	"Ovcarovo"	"Chalcolithic"	"KGK VI"	43.2006	26.5698	"14C"	6480	80	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1394"	"Bln-1361"	"charcoal"	"nd"	"Ovcarovo"	"Chalcolithic"	"KGK VI"	43.2006	26.5698	"14C"	6510	80	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1395"	"Bln-1362"	"charcoal"	"nd"	"Ovcarovo"	"Chalcolithic"	"KGK VI"	43.2006	26.5698	"14C"	6600	80	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1396"	"Bln-1363"	"charcoal"	"nd"	"Ovcarovo"	"Chalcolithic"	"KGK VI"	43.2006	26.5698	"14C"	6400	70	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1397"	"Bln-1364"	"charcoal"	"nd"	"Ovcarovo"	"Chalcolithic"	"KGK VI"	43.2006	26.5698	"14C"	6400	70	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1398"	"Bln-1365"	"charcoal"	"nd"	"Ovcarovo"	"Chalcolithic"	"KGK VI"	43.2006	26.5698	"14C"	6460	100	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1399"	"Bln-1366"	"charcoal"	"nd"	"Ovcarovo"	"Chalcolithic"	"KGK VI"	43.2006	26.5698	"14C"	6550	80	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1400"	"Bln-1367"	"charcoal"	"nd"	"Ovcarovo"	"Chalcolithic"	"KGK VI"	43.2006	26.5698	"14C"	6470	80	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1401"	"Bln-1368"	"charcoal"	"nd"	"Ovcarovo"	"Chalcolithic"	"KGK VI"	43.2006	26.5698	"14C"	6600	80	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1402"	"Bln-1493"	"charcoal"	"nd"	"Ovcarovo"	"Chalcolithic"	"KGK VI"	43.2006	26.5698	"14C"	6780	100	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1403"	"Bln-1545"	"charcoal"	"nd"	"Ovcarovo"	"Chalcolithic"	"KGK VI"	43.2006	26.5698	"14C"	6660	60	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1404"	"Bln-1546"	"wood"	"nd"	"Ovcarovo"	"Chalcolithic"	"KGK VI"	43.2006	26.5698	"14C"	6830	100	"Görsdorf 1996"	"chalcolithic"	"other"
"1405"	"Bln-1611"	"charcoal"	"nd"	"Ovcarovo"	"Chalcolithic"	"KGK VI"	43.2006	26.5698	"14C"	6620	70	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1406"	"Bln-1544"	"charcoal"	"nd"	"Ovcarovo-gorata"	"Neolithic"	"Early Neolithic"	43.1833	26.65	"14C"	7550	50	"Görsdorf 1996"	"neolithic"	"charcoal"
"1407"	"Bln-1620"	"charcoal"	"nd"	"Ovcarovo-gorata"	"Neolithic"	"Early Neolithic"	43.1833	26.65	"14C"	7370	50	"Görsdorf 1996"	"neolithic"	"charcoal"
"1408"	"Bln-2030"	"charcoal"	"nd"	"Ovcarovo-gorata"	"Neolithic"	"Early Neolithic"	43.1833	26.65	"14C"	7030	90	"Görsdorf 1996"	"neolithic"	"charcoal"
"1409"	"Bln-2031"	"charcoal"	"nd"	"Ovcarovo-gorata"	"Neolithic"	"Early Neolithic"	43.1833	26.65	"14C"	6240	40	"Görsdorf 1996"	"neolithic"	"charcoal"
"1410"	"Bln-2032"	"charcoal"	"nd"	"Ovcarovo-gorata"	"Neolithic"	"Early Neolithic"	43.1833	26.65	"14C"	7470	60	"Görsdorf 1996"	"neolithic"	"charcoal"
"1411"	"PoZ-16984"	"bone"	"Bos"	"Ovčarovo-gorata"	"Neolithic"	"Early Neolithic"	43.2252	26.6006	"14C"	7730	50	"Krauß2012"	"neolithic"	"bone"
"1412"	"PoZ-16985"	"bone"	"ovis/capra"	"Ovčarovo-gorata"	"Neolithic"	"Early Neolithic"	43.2252	26.6006	"14C"	7730	50	"Krauß2012"	"neolithic"	"bone"
"1413"	"PoZ-16986"	"bone"	"ovis/capra"	"Ovčarovo-gorata"	"Neolithic"	"Early Neolithic"	43.2252	26.6006	"14C"	7400	50	"Krauß2012"	"neolithic"	"bone"
"1414"	"PoZ-18480"	"bone"	"Bos"	"Ovčarovo-gorata"	"Neolithic"	"Early Neolithic"	43.2252	26.6006	"14C"	7740	50	"Krauß2012"	"neolithic"	"bone"
"1415"	"PoZ-18483"	"bone"	"nd"	"Ovčarovo-gorata"	"Neolithic"	"Early Neolithic"	43.2252	26.6006	"14C"	7610	40	"Krauß2012"	"neolithic"	"bone"
"1416"	"PoZ-18484"	"bone"	"Bos"	"Ovčarovo-gorata"	"Neolithic"	"Early Neolithic"	43.2252	26.6006	"14C"	7520	40	"Krauß2012"	"neolithic"	"bone"
"1417"	"PoZ-18486"	"bone"	"nd"	"Ovčarovo-gorata"	"Neolithic"	"Early Neolithic"	43.2252	26.6006	"14C"	7640	30	"Krauß2012"	"neolithic"	"bone"
"1418"	"PoZ-18487"	"bone"	"ovis/capra"	"Ovčarovo-gorata"	"Neolithic"	"Early Neolithic"	43.2252	26.6006	"14C"	7540	40	"Krauß2012"	"neolithic"	"bone"
"1419"	"PoZ-18489"	"bone"	"Bos"	"Ovčarovo-gorata"	"Neolithic"	"Early Neolithic"	43.2252	26.6006	"14C"	7610	40	"Krauß2012"	"neolithic"	"bone"
"1420"	"PoZ-18490"	"bone"	"nd"	"Ovčarovo-gorata"	"Neolithic"	"Early Neolithic"	43.2252	26.6006	"14C"	7630	30	"Krauß2012"	"neolithic"	"bone"
"1421"	"PoZ-18491"	"bone"	"nd"	"Ovčarovo-gorata"	"Neolithic"	"Early Neolithic"	43.2252	26.6006	"14C"	7640	30	"Krauß2012"	"neolithic"	"bone"
"1422"	"PoZ-18493"	"bone"	"Bos"	"Ovčarovo-gorata"	"Neolithic"	"Early Neolithic"	43.2252	26.6006	"14C"	7540	40	"Krauß2012"	"neolithic"	"bone"
"1423"	"PoZ-18494"	"bone"	"nd"	"Ovčarovo-gorata"	"Neolithic"	"Early Neolithic"	43.2252	26.6006	"14C"	7550	40	"Krauß2012"	"neolithic"	"bone"
"1424"	"Bln-1510"	"charcoal"	"nd"	"Ovcarovo-Plateau"	"Transitional"	"Pevec"	43.1666	26.6666	"14C"	5660	60	"Görsdorf 1996"	"other"	"charcoal"
"1425"	"Bln-1511"	"charcoal"	"nd"	"Ovcarovo-Plateau"	"Transitional"	"Pevec"	43.1666	26.6666	"14C"	5620	100	"Görsdorf 1996"	"other"	"charcoal"
"1426"	"Bln-1547"	"charcoal"	"nd"	"Ovcarovo-Plateau"	"Transitional"	"Pevec"	43.1666	26.6666	"14C"	5770	90	"Görsdorf 1996"	"other"	"charcoal"
"1427"	"Bln-1356"	"charcoal"	"nd"	"Ovcarovo-platoto"	"Neolithic"	"nd"	43.1666	26.6666	"14C"	7380	60	"Görsdorf 1996"	"neolithic"	"charcoal"
"1428"	"Bln-2115"	"seed"	"nd"	"Pipra"	"Chalcolithic"	"Late Eneolithic"	43.3833	23.5166	"14C"	6080	80	"Görsdorf 1996"	"chalcolithic"	"other"
"1429"	"Bln-2501"	"charcoal"	"nd"	"Placidol"	"Bronze Age"	"Pit Grave Culture"	43.55	27.8833	"14C"	4710	90	"Görsdorf 1996"	"bronzeage"	"charcoal"
"1430"	"Bln-2504"	"charcoal"	"nd"	"Placidol"	"Bronze Age"	"Pit Grave Culture"	43.55	27.8833	"14C"	4790	100	"Görsdorf 1996"	"bronzeage"	"charcoal"
"1431"	"Bln-1495?"	"charcoal"	"nd"	"Poljanica"	"Neolithic"	"nd"	43.2166	26.5833	"14C"	7210	70	"Görsdorf 1996"	"neolithic"	"charcoal"
"1432"	"Bln-1496"	"charcoal"	"nd"	"Poljanica"	"Neolithic"	"nd"	43.2166	26.5833	"14C"	7330	60	"Görsdorf 1996"	"neolithic"	"charcoal"
"1433"	"Bln-1512"	"pottery"	"nd"	"Poljanica"	"Neolithic"	"Early Neolithic"	43.2166	26.5833	"14C"	7960	80	"Görsdorf 1996"	"neolithic"	"other"
"1434"	"Bln-1571"	"pottery"	"nd"	"Poljanica"	"Neolithic"	"Early Neolithic"	43.2166	26.5833	"14C"	8320	80	"Görsdorf 1996"	"neolithic"	"other"
"1435"	"Bln-1613"	"pottery"	"nd"	"Poljanica"	"Neolithic"	"Early Neolithic"	43.2166	26.5833	"14C"	8200	90	"Görsdorf 1996"	"neolithic"	"other"
"1436"	"Bln-1613A"	"pottery"	"nd"	"Poljanica"	"Neolithic"	"Early Neolithic"	43.2166	26.5833	"14C"	8090	70	"Görsdorf 1996"	"neolithic"	"other"
"1437"	"Bln-3301"	"wood"	"nd"	"Porucik Gesanovo"	"Bronze Age"	"Pit Grave Culture"	43.6666	27.5333	"14C"	4630	130	"Görsdorf 1996"	"bronzeage"	"other"
"1438"	"Bln-3302"	"wood"	"nd"	"Porucik Gesanovo"	"Bronze Age"	"Pit Grave Culture"	43.6666	27.5333	"14C"	4940	70	"Görsdorf 1996"	"bronzeage"	"other"
"1439"	"Bln-3303"	"wood"	"nd"	"Porucik Gesanovo"	"Bronze Age"	"Pit Grave Culture"	43.6666	27.5333	"14C"	4660	110	"Görsdorf 1996"	"bronzeage"	"other"
"1440"	"Bln-1140"	"wood"	"nd"	"Poveljanovo I"	"Late Chalcolithic"	"Varna"	43.2	27.7333	"14C"	6310	100	"Görsdorf 1996"	"chalcolithic"	"other"
"1441"	"Bln-1141"	"wood"	"nd"	"Poveljanovo I"	"Late Chalcolithic"	"Varna"	43.2	27.7333	"14C"	6400	100	"Görsdorf 1996"	"chalcolithic"	"other"
"1442"	"Bln-813"	"lens"	"vicia ervilia"	"Razkopnica"	"Bronze Age"	"nd"	42.1833	24.9333	"14C"	5010	160	"Görsdorf 1996"	"bronzeage"	"other"
"1443"	"Bln-814"	"gerste"	"nd"	"Razkopnica"	"Bronze Age"	"nd"	42.1833	24.9333	"14C"	4300	140	"Görsdorf 1996"	"bronzeage"	"other"
"1444"	"Bln-3434"	"charcoal"	"nd"	"Slatina"	"Neolithic"	"Early Neolithic"	42.7	23.36	"14C"	7730	60	"Görsdorf 1996"	"neolithic"	"charcoal"
"1445"	"Bln-3435"	"charcoal"	"nd"	"Slatina"	"Neolithic"	"Early Neolithic"	42.7	23.36	"14C"	7700	60	"Görsdorf 1996"	"neolithic"	"charcoal"
"1446"	"Bln-3436"	"charcoal"	"nd"	"Slatina"	"Neolithic"	"Early Neolithic"	42.7	23.36	"14C"	7680	60	"Görsdorf 1996"	"neolithic"	"charcoal"
"1447"	"Bln-3437"	"charcoal"	"nd"	"Slatina"	"Neolithic"	"Early Neolithic"	42.7	23.36	"14C"	7650	40	"Görsdorf 1996"	"neolithic"	"charcoal"
"1448"	"Bln-3438"	"grain"	"nd"	"Slatina"	"Neolithic"	"Early Neolithic"	42.7	23.36	"14C"	7800	80	"Görsdorf 1996"	"neolithic"	"other"
"1449"	"Bln-3439"	"grain"	"nd"	"Slatina"	"Neolithic"	"Early Neolithic"	42.7	23.36	"14C"	7780	70	"Görsdorf 1996"	"neolithic"	"other"
"1450"	"Bln-3440"	"grain"	"corn"	"Slatina"	"Neolithic"	"Early Neolithic"	42.7	23.36	"14C"	7680	60	"Görsdorf 1996"	"neolithic"	"other"
"1451"	"Bln-3441"	"grain"	"nd"	"Slatina"	"Neolithic"	"Early Neolithic"	42.7	23.36	"14C"	7800	80	"Görsdorf 1996"	"neolithic"	"other"
"1452"	"Bln-3442"	"grain"	"nd"	"Slatina"	"Neolithic"	"Early Neolithic"	42.7	23.36	"14C"	7630	40	"Görsdorf 1996"	"neolithic"	"other"
"1453"	"Bln-3443"	"grain"	"nd"	"Slatina"	"Neolithic"	"Early Neolithic"	42.7	23.36	"14C"	7680	60	"Görsdorf 1996"	"neolithic"	"other"
"1454"	"Bln-3504"	"charcoal"	"nd"	"Slatina"	"Neolithic"	"Early Neolithic"	42.7	23.36	"14C"	7810	80	"Görsdorf 1996"	"neolithic"	"charcoal"
"1455"	"Bln-3555"	"charcoal"	"nd"	"Slatina"	"Neolithic"	"Early Neolithic"	42.7	23.36	"14C"	7670	60	"Görsdorf 1996"	"neolithic"	"charcoal"
"1456"	"Bln-3350"	"grain"	"wheat"	"Slatino"	"Neolithic"	"Early Neolithic"	42.1666	23.05	"14C"	6670	100	"Görsdorf 1996"	"neolithic"	"other"
"1457"	"Bln-3820"	"charcoal"	"nd"	"Slatino"	"Neolithic"	"Early Neolithic"	42.1666	23.05	"14C"	6470	60	"Görsdorf 1996"	"neolithic"	"charcoal"
"1458"	"Bln-3821"	"charcoal"	"nd"	"Slatino"	"Neolithic"	"Early Neolithic"	42.1666	23.05	"14C"	6520	70	"Görsdorf 1996"	"neolithic"	"charcoal"
"1459"	"Bln-1667"	"charcoal"	"nd"	"Smjadovo"	"Chalcolithic"	"KGK VI"	43.1	27.05	"14C"	6640	70	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1460"	"Bln-1668"	"charcoal"	"nd"	"Smjadovo"	"Chalcolithic"	"KGK VI"	43.1066	26.9027	"14C"	6450	60	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1461"	"Bln-1669"	"seed"	"nd"	"Smjadovo"	"Chalcolithic"	"KGK VI"	43.1066	26.9027	"14C"	6420	60	"Görsdorf 1996"	"chalcolithic"	"other"
"1462"	"Bln-2116"	"charcoal"	"nd"	"Smjadovo"	"Chalcolithic"	"KGK VI"	43.1066	26.9027	"14C"	6470	60	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1463"	"Bln-2117"	"seed"	"nd"	"Smjadovo"	"Chalcolithic"	"KGK VI"	43.1066	26.9027	"14C"	6210	60	"Görsdorf 1996"	"chalcolithic"	"other"
"1464"	"Bln-2118"	"charcoal"	"nd"	"Smjadovo"	"Chalcolithic"	"KGK VI"	43.1066	26.9027	"14C"	6380	60	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1465"	"Bln-2119"	"charcoal"	"nd"	"Smjadovo"	"Chalcolithic"	"KGK VI"	43.1066	26.9027	"14C"	6410	70	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1466"	"Bln-2120"	"charcoal"	"nd"	"Smjadovo"	"Chalcolithic"	"KGK VI"	43.1066	26.9027	"14C"	6280	70	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1467"	"Bln-2120A"	"charcoal"	"nd"	"Smjadovo"	"Chalcolithic"	"KGK VI"	43.1066	26.9027	"14C"	6500	100	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1468"	"Bln-2185"	"charcoal"	"nd"	"Smjadovo"	"Chalcolithic"	"KGK VI"	43.1066	26.9027	"14C"	6220	60	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1469"	"Bln-2611"	"charcoal"	"nd"	"Strumsko"	"Neolithic"	"Neolithic"	41.9833	23.0833	"14C"	6790	80	"Görsdorf 1996"	"neolithic"	"charcoal"
"1470"	"Bln-2612"	"charcoal"	"nd"	"Strumsko"	"Neolithic"	"Late Neolithic/Early Eneolithic"	41.9833	23.0833	"14C"	6830	70	"Görsdorf 1996"	"neolithic"	"charcoal"
"1471"	"Bln-404"	"charcoal"	"fraxinus"	"Szamossalyi"	"Neolithic"	"Linienbandkeramik"	47.8833	22.6	"14C"	7020	130	"Berlin Date List II "	"neolithic"	"charcoal"
"1472"	"Bln-2240"	"seed"	"nd"	"Telis"	"Chalcolithic"	"Late Eneolithic"	43.3333	24.2833	"14C"	6180	80	"Görsdorf 1996"	"chalcolithic"	"other"
"1473"	"Bln-2241"	"seed"	"nd"	"Telis"	"Chalcolithic"	"Late Eneolithic"	43.3333	24.2833	"14C"	6040	90	"Görsdorf 1996"	"chalcolithic"	"other"
"1474"	"Bln-2242"	"charcoal"	"nd"	"Telis"	"Chalcolithic"	"Late Eneolithic"	43.3333	24.2833	"14C"	6030	90	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1475"	"Bln-2243"	"charcoal"	"nd"	"Telis"	"Chalcolithic"	"Late Eneolithic"	43.3333	24.2833	"14C"	6080	90	"Ivanova 2008"	"chalcolithic"	"charcoal"
"1476"	"Bln-2243A"	"charcoal"	"nd"	"Telis"	"Chalcolithic"	"Late Eneolithic"	43.3333	24.2833	"14C"	6160	100	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1477"	"Bln-2244"	"charcoal"	"nd"	"Telis"	"Chalcolithic"	"Late Eneolithic"	43.3333	24.2833	"14C"	5910	70	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1478"	"Bln-2388"	"charcoal"	"nd"	"Telis"	"Chalcolithic"	"Late Eneolithic"	43.3333	24.2833	"14C"	6110	80	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1479"	"Bln-2663"	"charcoal"	"nd"	"Telis"	"Chalcolithic"	"Late Eneolithic"	43.3333	24.2833	"14C"	6040	100	"Görsdorf 1996"	"chalcolithic"	"charcoal"
"1480"	"Bln-4097"	"charcoal"	"nd"	"Tell Russe"	"Neolithic"	"nd"	43.8166	25.95	"14C"	6520	80	"Görsdorf 1996"	"neolithic"	"charcoal"
"1481"	"Bln-4098"	"charcoal"	"nd"	"Tell Russe"	"Neolithic"	"nd"	43.8166	25.95	"14C"	6600	100	"Görsdorf 1996"	"neolithic"	"charcoal"
"1482"	"Bln-4099"	"charcoal"	"nd"	"Tell Russe"	"Neolithic"	"nd"	43.8166	25.95	"14C"	6440	80	"Görsdorf 1996"	"neolithic"	"charcoal"
"1483"	"Bln-4111"	"wood"	"nd"	"Urdoviza"	"Bronze Age"	"Ezerovo"	42.25	27.7666	"14C"	4710	90	"Görsdorf 1996"	"bronzeage"	"other"
"1484"	"Bln-4112"	"wood"	"nd"	"Urdoviza"	"Bronze Age"	"Ezerovo"	42.25	27.7666	"14C"	4570	110	"Görsdorf 1996"	"bronzeage"	"other"
"1485"	"Bln-4113"	"charcoal"	"nd"	"Urdoviza"	"nd"	"Ezerovo"	42.25	27.7666	"14C"	5570	70	"Görsdorf 1996"	"other"	"charcoal"
"1486"	"Bln-4114"	"wood"	"nd"	"Urdoviza"	"Bronze Age"	"Ezerovo"	42.25	27.7666	"14C"	4440	90	"Görsdorf 1996"	"bronzeage"	"other"
"1487"	"Bln-4115"	"charcoal"	"nd"	"Urdoviza"	"Bronze Age"	"Ezerovo"	42.25	27.7666	"14C"	4540	90	"Görsdorf 1996"	"bronzeage"	"charcoal"
"1488"	"Bln-4117"	"charcoal"	"nd"	"Urdoviza"	"Bronze Age"	"Ezerovo"	42.25	27.7666	"14C"	4600	130	"Görsdorf 1996"	"bronzeage"	"charcoal"
"1489"	"Bln-4118"	"charcoal"	"nd"	"Urdoviza"	"Bronze Age"	"Ezerovo"	42.25	27.7666	"14C"	4620	140	"Görsdorf 1996"	"bronzeage"	"charcoal"
"1490"	"Bln-4119"	"charcoal"	"nd"	"Urdoviza"	"Bronze Age"	"Ezerovo"	42.25	27.7666	"14C"	4700	90	"Görsdorf 1996"	"bronzeage"	"charcoal"
"1491"	"GrN-1987"	"nd"	"nd"	"Varast"	"Chalcolithic"	"KGK VI"	0	0	"14C"	6140	100	"Bojadziev 1998"	"chalcolithic"	"unknown"
"1492"	"OxA-13250"	"bone"	"human"	"Varna"	"Chalcolithic"	"KGKVI"	43.2167	27.9167	"14C"	6390	50	"Higham 2008"	"chalcolithic"	"bone"
"1493"	"OxA-13251"	"bone"	"human"	"Varna"	"Chalcolithic"	"KGKVI"	43.2167	27.9167	"14C"	6490	50	"Higham 2008"	"chalcolithic"	"bone"
"1494"	"OxA-13252"	"bone"	"human"	"Varna"	"Chalcolithic"	"KGKVI"	43.2167	27.9167	"14C"	6450	40	"Higham 2008"	"chalcolithic"	"bone"
"1495"	"OxA-13253"	"bone"	"human"	"Varna"	"Chalcolithic"	"KGKVI"	43.2167	27.9167	"14C"	6460	40	"Higham 2008"	"chalcolithic"	"bone"
"1496"	"OxA-13254"	"bone"	"human"	"Varna"	"Chalcolithic"	"KGKVI"	43.2167	27.9167	"14C"	6540	60	"Higham 2008"	"chalcolithic"	"bone"
"1497"	"OxA-13646"	"bone"	"animal"	"Varna"	"Chalcolithic"	"KGKVI"	43.2167	27.9167	"14C"	6560	60	"Higham 2008"	"chalcolithic"	"bone"
"1498"	"OxA-13685"	"bone"	"human"	"Varna"	"Chalcolithic"	"KGKVI"	43.2167	27.9167	"14C"	6510	50	"Higham 2008"	"chalcolithic"	"bone"
"1499"	"OxA-13686"	"bone"	"human"	"Varna"	"Chalcolithic"	"KGKVI"	43.2167	27.9167	"14C"	6410	50	"Higham 2008"	"chalcolithic"	"bone"
"1500"	"OxA-13687"	"bone"	"human"	"Varna"	"Chalcolithic"	"KGKVI"	43.2167	27.9167	"14C"	6350	40	"Higham 2008"	"chalcolithic"	"bone"
"1501"	"OxA-13688"	"bone"	"human"	"Varna"	"Chalcolithic"	"KGKVI"	43.2167	27.9167	"14C"	6590	50	"Higham 2008"	"chalcolithic"	"bone"
"1502"	"OxA-13689"	"bone"	"human"	"Varna"	"Chalcolithic"	"KGKVI"	43.2167	27.9167	"14C"	6470	40	"Higham 2008"	"chalcolithic"	"bone"
"1503"	"OxA-13690"	"bone"	"animal"	"Varna"	"Chalcolithic"	"KGKVI"	43.2167	27.9167	"14C"	6480	40	"Higham 2008"	"chalcolithic"	"bone"
"1504"	"OxA-13691"	"bone"	"human"	"Varna"	"Chalcolithic"	"KGKVI"	43.2167	27.9167	"14C"	6450	40	"Higham 2008"	"chalcolithic"	"bone"
"1505"	"OxA-13692"	"bone"	"human"	"Varna"	"Chalcolithic"	"KGKVI"	43.2167	27.9167	"14C"	6440	30	"Higham 2008"	"chalcolithic"	"bone"
"1506"	"OxA-13693"	"bone"	"human"	"Varna"	"Chalcolithic"	"KGKVI"	43.2167	27.9167	"14C"	6440	30	"Higham 2008"	"chalcolithic"	"bone"
"1507"	"OxA-13694"	"bone"	"human"	"Varna"	"Chalcolithic"	"KGKVI"	43.2167	27.9167	"14C"	6430	40	"Higham 2008"	"chalcolithic"	"bone"
"1508"	"OxA-13848"	"bone"	"human"	"Varna"	"Chalcolithic"	"KGKVI"	43.2167	27.9167	"14C"	6570	60	"Higham 2008"	"chalcolithic"	"bone"
"1509"	"OxA-13865"	"bone"	"human"	"Varna"	"Chalcolithic"	"KGKVI"	43.2167	27.9167	"14C"	6680	40	"Higham 2008"	"chalcolithic"	"bone"
"1510"	"BM-1892"	"charcoal"	"nd"	"Les Fouaillages"	"Neolithic"	"nd"	49.4968	-2.5364	"14C"	6370	50	"British Museum XV, 272"	"neolithic"	"charcoal"
"1511"	"BM-1893"	"charcoal"	"nd"	"Les Fouaillages"	"Neolithic"	"nd"	49.4968	-2.5364	"14C"	6310	70	"British Museum XV, 272"	"neolithic"	"charcoal"
"1512"	"BM-1894"	"charcoal"	"nd"	"Les Fouaillages"	"Neolithic"	"nd"	49.4968	-2.5364	"14C"	6060	150	"British Museum XV, 272"	"neolithic"	"charcoal"
"1513"	"BM-1895"	"charcoal"	"nd"	"Les Fouaillages"	"Neolithic"	"nd"	49.4968	-2.5364	"14C"	4480	80	"British Museum XV, 272"	"neolithic"	"charcoal"
